no	Article No	Doi Number	Used form Perovskite	Type of perovskite	Perovskite	A	x of A	A1/B1	x of A1/B1	B	x of B	X	x of X	Additional material	Ratio of additional to the perovskite	Synthesis Method of Perovskite	Dope	deope percentage (%)	cocatalyst %	cocatalyst method	cocatalyst	cocat-2 %	cocat-2 method	cocat-2	Bet Surface Area (m2g-1)	Calcination Time (h)	Calcination Temperature (C )	cat W (g)	wavelenght	Light Type	Reaction Temperature (C )	Reaction Pressure (bar)	Liq or Gas	Band Gap*	Crystal stracture	H2O:CO2	total yield (?mol gcat-1 h-1)
257	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	La	2	1	photodeposition	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		300
258	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	1	impregnation	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		203.2
259	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	1	impregnation	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		116.8
260	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	1	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		130
261	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	0.5	photodeposition	N?		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		688
262	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	0.5	photodeposition	Cu		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		636
263	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	0.2	photodeposition	Ru		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		2352
264	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	0.5	photodeposition	Rh		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		88
265	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	1	photodeposition	Pd		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		118
266	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	1	photodeposition	Au		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		2090
267	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Mg	5	0.35	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		76
268	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ca	5	2	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		494
269	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Sr	5	2	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		612
270	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	3	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		450
271	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	La	2	2	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		378
272	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	3	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		256
273	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	3	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		206
274	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	3	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		256
275	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	3	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		290
276	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	3	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		174
277	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	3	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		312
278	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	3	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		552
279	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	3	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		130
280	56	10.1002/cssc.201601360	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		SS	Ba	5	3	liq phase reaction	Ag		none	none	1.67	1	900	0.4		UV	25	1	liq	4.1	cubic		228
281	57	https://doi.org/10.1016/j.cej.2019.03.196	BiFeO3	ferrite	BiFeO3	Bi	1			Fe	1	O	3	No		UT	none			none	none		none	none	3.9	2	500	0.04		visible	30	1	liq	2.43	rhombohedral		0.7
282	57	https://doi.org/10.1016/j.cej.2019.03.196	AB-5	ferrite	BiFeO3	Bi	1			Fe	1	O	3	Yes	5%	UT	none			none	none		none	none	50	2	500	0.04		visible	30	1	liq	2.25	rhombohedral		4.7375
283	57	https://doi.org/10.1016/j.cej.2019.03.196	AB10	ferrite	BiFeO3	Bi	1			Fe	1	O	3	Yes	10%	UT	none			none	none		none	none	43.4	2	500	0.04		visible	30	1	liq	2.01	rhombohedral		9.72125
284	57	https://doi.org/10.1016/j.cej.2019.03.196	AB-15	ferrite	BiFeO3	Bi	1			Fe	1	O	3	Yes	15%	UT	none			none	none		none	none	50	2	500	0.04		visible	30	1	liq	1.92	rhombohedral		8
285	57	https://doi.org/10.1016/j.cej.2019.03.196	ABR-5	ferrite	BiFeO3	Bi	1			Fe	1	O	3	Yes	5%	UT	none			none	none		none	none	50	2	500	0.04		visible	30	1	liq	2.08	rhombohedral		16.5475
286	57	https://doi.org/10.1016/j.cej.2019.03.196	ABR-8	ferrite	BiFeO3	Bi	1			Fe	1	O	3	Yes	8%	UT	none			none	none		none	none	62.3	2	500	0.04		visible	30	1	liq	1.94	rhombohedral		19.955
287	57	https://doi.org/10.1016/j.cej.2019.03.196	ABR-11	ferrite	BiFeO3	Bi	1			Fe	1	O	3	Yes	11%	UT	none			none	none		none	none	50	2	500	0.04		visible	30	1	liq	1.82	rhombohedral		27.36625
288	58	https://doi.org/10.1016/j.apsusc.2015.08.059	Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		COP	none			none	none		none	none	24	12	120	0.05	420	visible			liq	2.84	orthorhombic		15.425
289	58	https://doi.org/10.1016/j.apsusc.2015.08.059	PPy/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		COP	none			none	none		none	none	24	12	120	0.05	420	visible			liq	2.71	orthorhombic		6.5
290	58	https://doi.org/10.1016/j.apsusc.2015.08.059	PANI/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		COP	none			none	none		none	none	24	12	120	0.05	420	visible			liq	2.6	orthorhombic		21.725
291	58	https://doi.org/10.1016/j.apsusc.2015.08.059	PTh/Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		COP	none			none	none		none	none	24	12	120	0.05	420	visible			liq	2.5	orthorhombic		8.55
292	59	https://doi.org/10.1002/anie.201506966	Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	No		HT	none			none	none		none	none	27.6	12	900			visible	25	1	liq	2.8	orthorhombic		75
293	60	https://doi.org/10.1039/C4CY01201A	BaZrO3	other	BaZrO3	Ba	1			Zr	1	O	3	No		PTP	none			none	none		none	none	2.3	10	1000	0.1		UV	25	1	liq	4.8	cubic		0.115
294	60	https://doi.org/10.1039/C4CY01201A	BaZrO3	other	BaZrO3	Ba	1			Zr	1	O	3	No		PTP	none			none	none		none	none	2.3	10	1100	0.1		UV	25	1	liq	4.8	cubic		0.113333333
295	60	https://doi.org/10.1039/C4CY01201A	BaZrO3	other	BaZrO3	Ba	1			Zr	1	O	3	No		PTP	none			none	none		none	none	2.3	10	1200	0.1		UV	25	1	liq	4.8	cubic		0.158333333
296	60	https://doi.org/10.1039/C4CY01201A	BaZrO3	other	BaZrO3	Ba	1			Zr	1	O	3	Yes		PTP	none		0.5	chemical reduction	Au		none	none	2.3	10	1000	0.1		UV	25	1	liq	4.8	cubic		0.158333333
297	60	https://doi.org/10.1039/C4CY01201A	BaZrO3	other	BaZrO3	Ba	1			Zr	1	O	3	Yes		PTP	none		0.5	chemical reduction	Pt		none	none	2.3	10	1000	0.1		UV	25	1	liq	4.8	cubic		0.205
298	60	https://doi.org/10.1039/C4CY01201A	BaZrO3	other	BaZrO3	Ba	1			Zr	1	O	3	Yes		PTP	none		0.5	chemical reduction	Ag		none	none	2.3	10	1000	0.1		UV	25	1	liq	4.8	cubic		0.25
299	60	https://doi.org/10.1039/C4CY01201A	BaZrO3	other	BaZrO3	Ba	1			Zr	1	O	3	Yes		PTP	none		0.5	impregnation	Cu		none	none	2.3	10	1000	0.1		UV	25	1	liq	4.8	cubic		0.021666667
300	60	https://doi.org/10.1039/C4CY01201A	BaZrO3	other	BaZrO3	Ba	1			Zr	1	O	3	Yes		PTP	none		0.5	impregnation	Ru		none	none	2.3	10	1000	0.1		UV	25	1	liq	4.8	cubic		0.023333333
301	60	https://doi.org/10.1039/C4CY01201A	BaZrO3	other	BaZrO3	Ba	1			Zr	1	O	3	Yes		PTP	none		0.3	chemical reduction	Ag		none	none	2.3	10	1000	0.1		UV	25	1	liq	4.8	cubic		0.653333333
302	60	https://doi.org/10.1039/C4CY01201A	BaZrO3	other	BaZrO3	Ba	1			Zr	1	O	3	Yes		PTP	none		0.1	chemical reduction	Ag		none	none	2.3	10	1000	0.1		UV	25	1	liq	4.8	cubic		0.125
303	61	10.1039/C5CC01124H	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	No		FAPO	none			none	none		none	none	29.2	10	500	0.07	200	UV			liq	4.2			12.17
304	61	10.1039/C5CC01124H	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		PC	none		0.5	photodeposition	Pt		none	none	29.2	10	500	0.07	200	UV			liq	4.2			140.23
305	61	10.1039/C5CC01124H	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		PC	none		0.5	photodeposition	Cu		none	none	29.2	10	500	0.07	200	UV			liq	4.2			19.94
306	61	10.1039/C5CC01124H	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		PC	none		0.5	photodeposition	Au		none	none	29.2	10	500	0.07	200	UV			liq	4.2			16.91
307	61	10.1039/C5CC01124H	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		PC	none		0.5	photodeposition	Pd		none	none	29.2	10	500	0.07	200	UV			liq	4.2			18.32
308	61	10.1039/C5CC01124H	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	Yes		PC	none		0.5	photodeposition	Ru		none	none	29.2	10	500	0.07	200	UV			liq	4.2			53.96
310	63	https://doi.org/10.1016/j.apsusc.2023.157564	SrBi2Ta2O9	layered	SrBi2Ta2O9	Sr	1	Bi	2	Ta	2	O	9	No		COP	none			none	none		none	none		6	900	0.1	325	UV	25	1	liq	3.45	plane		0.6
311	63	https://doi.org/10.1016/j.apsusc.2023.157564	SrBi2Ta2O9	layered	SrBi2Ta2O9	Sr	1	Bi	2	Ta	2	O	9	Yes		COP	none		1	photodeposition	Ag		none	none		6	900	0.1	325	UV	25	1	liq	3.45	plane		1.06
312	63	https://doi.org/10.1016/j.apsusc.2023.157564	SrBi2Ta2O9	layered	SrBi2Ta2O9	Sr	1	Bi	2	Ta	2	O	9	Yes		COP	none		2	photodeposition	Ag		none	none		6	900	0.1	325	UV	25	1	liq	3.45	plane		1.27
313	63	https://doi.org/10.1016/j.apsusc.2023.157564	SrBi2Ta2O9	layered	SrBi2Ta2O9	Sr	1	Bi	2	Ta	2	O	9	Yes		COP	none		2.5	photodeposition	Ag		none	none		6	900	0.1	325	UV	25	1	liq	3.45	plane		1.16
314	63	https://doi.org/10.1016/j.apsusc.2023.157564	SrBi2Ta2O9	layered	SrBi2Ta2O9	Sr	1	Bi	2	Ta	2	O	9	Yes			none		0.5	photodeposition	Pd		none	none		6	900	0.1	325	UV	25	1	liq	3.45	plane		0.55
315	63	https://doi.org/10.1016/j.apsusc.2023.157564	SrBi2Ta2O9	layered	SrBi2Ta2O9	Sr	1	Bi	2	Ta	2	O	9	Yes		COP	none		1	photodeposition	Pd		none	none		6	900	0.1	325	UV	25	1	liq	3.45	plane		0.96
316	63	https://doi.org/10.1016/j.apsusc.2023.157564	SrBi2Ta2O9	layered	SrBi2Ta2O9	Sr	1	Bi	2	Ta	2	O	9	Yes		COP	none		2	photodeposition	Pd		none	none		6	900	0.1	325	UV	25	1	liq	3.45	plane		0.9
321	65	https://doi.org/10.1021/acsanm.3c05346	Bi4Ti3O12	layered	Bi4Ti3O12	Bi	4			Ti	3	O	12	No		MS	none			none	none		none	none	4.64	2	800	0.02		visible	25	1	liq	3.09	plane		1.54
322	65	https://doi.org/10.1021/acsanm.3c05346	Bi4Ti3O12	layered	Bi4Ti3O12	Bi	4			Ti	3	O	12	Yes		MS	none			none	none		none	none	6.88	2	800	0.02		visible	25	1	liq	2.62	plane		5.1
323	66	https://doi.org/10.1021/acsami.3c15915	NiTiO3	titanate	NiTiO3	Ni	1			Ti	1	O	3	No		PTP	none			none	none		none	none	22.4	4	600	0.05		visible	25	1	liq	3.1			46.04
324	66	https://doi.org/10.1021/acsami.3c15915	NiTiO3	titanate	NiTiO3	Ni	1			Ti	1	O	3	Yes		PTP	Ga	1		none	none		none	none	25.8	4	600	0.05		visible	25	1	liq	2.8			63.93
325	66	https://doi.org/10.1021/acsami.3c15915	NiTiO3	titanate	NiTiO3	Ni	1			Ti	1	O	3	Yes		PTP	Ga	1	0.5	impregnation	Ru		none	none	32.3	4	600	0.05		visible	25	1	liq	2.8			114.11
326	66	https://doi.org/10.1021/acsami.3c15915	NiTiO3	titanate	NiTiO3	Ni	1			Ti	1	O	3	Yes		PTP	Ga	1	1	impregnation	Ru		none	none	34.5	4	600	0.05		visible	25	1	liq	2.8			149.67
327	66	https://doi.org/10.1021/acsami.3c15915	NiTiO3	titanate	NiTiO3	Ni	1			Ti	1	O	3	Yes		PTP	Ga	1	1.5	impregnation	Ru		none	none	35.3	4	600	0.05		visible	25	1	liq	2.8			137.45
328	66	https://doi.org/10.1021/acsami.3c15915	NiTiO3	titanate	NiTiO3	Ni	1			Ti	1	O	3	Yes		PTP	Ga	1	2	impregnation	Ru		none	none	35.7	4	600	0.05		visible	25	1	liq	2.8			138.11
1	1	http://dx.doi.org/10.1016/j.apsusc.2015.02.078	Ca1.5Ti0.75O3	titanate	Ca1.5Ti0.75O3	Ca	1.5			Ti	0.75	O	3	No		HT	none			none	none		none	none	6.48	8	180	0.2	365	UV	30	1	gas	3.51	hexagonal	2	2.37875
2	1	http://dx.doi.org/10.1016/j.apsusc.2015.02.078	Ca1.28Ti0.85O3	titanate	Ca1.28Ti0.85O3	Ca	1.28			Ti	0.85	O	3	No		HT	none			none	none		none	none	3.77	8	180	0.2	365	UV	30	1	gas	3.53	hexagonal	2	3.4375
3	1	http://dx.doi.org/10.1016/j.apsusc.2015.02.078	CaTiO3	titanate	CaTiO3	Ca	1			Ti	1	O	3	No		HT	none			none	none		none	none	13.41	8	180	0.2	365	UV	30	1	gas	3.44	hexagonal	2	7.0125
4	1	http://dx.doi.org/10.1016/j.apsusc.2015.02.078	Ca0.75Ti1.12O3	titanate	Ca0.75Ti1.12O3	Ca	0.75			Ti	1.12	O	3	No		HT	none			none	none		none	none	42.63	8	180	0.2	365	UV	30	1	gas	3.45	hexagonal	2	4.9
5	2	10.1038/srep01667	SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		SG	none			none	none		none	none	72.6	10	600	0.05	420	visible	25	1	gas	3.2	cubic	4	0.0943
6	2	10.1038/srep01667	SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		SG	none		1	photodeposition	Pt		none	none	72.6	10	600	0.05	420	visible	25	1	gas	3.2	cubic	4	0.0077
7	2	10.1038/srep01667	SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		SG	none		1	precipitation	Au		none	none	72.6	10	600	0.05	420	visible	25	1	gas	3.2	cubic	4	0.58
8	2	10.1038/srep01667	SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		SG	none		1	photodeposition	Au		none	none	72.6	10	600	0.05	420	visible	25	1	gas	3.2	cubic	4	0.2363
9	2	10.1038/srep01667	SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		SG	none		1	photodeposition	Ag		none	none	72.6	10	600	0.05	420	visible	25	1	gas	3.2	cubic	4	0.1765
10	2	10.1038/srep01667	SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		SG	none		1	photodeposition	Cu		none	none	72.6	10	600	0.05	420	visible	25	1	gas	3.2	cubic	4	0.0922
11	2	10.1038/srep01667	SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		SG	none		1	impregnation	RuO2		none	none	72.6	10	600	0.05	420	visible	25	1	gas	3.2	cubic	4	0.0278
12	3	10.1166/jnn.2017.14794	CaTiO3	titanate	CaTiO3	Ca	1			Ti	1	O	3	No		HT	none			none	none		none	none	3.1171	8	180	0.2	365	UV	30	1	gas	3.47	orthorhombic	2	1.5675
13	3	10.1166/jnn.2017.14794	SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	No		HT	none			none	none		none	none	3.3609	8	180	0.2	365	UV	30	1	gas	3.24	cubic	2	1.98375
14	3	10.1166/jnn.2017.14794	BaTiO3	titanate	BaTiO3	Ba	1			Ti	1	O	3	No		HT	none			none	none		none	none	3.5239	8	180	0.2	365	UV	30	1	gas	3.11	tetragonal	2	2.5925
15	4	10.1039/c9qi00350a	TiO2/SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		HT	none			none	none		none	none	42	4	550	0.005	365	UV	30	1	gas	3.22	cubic	2	19.56666667
16	5	https://doi.org/10.1016/j.renene.2022.06.064	BiTiO3	titanate	BiTiO3	Bi	1			Ti	1	O	3	No		solution combustion	none			none	none		none	none	108	3	700	0.05		UV			gas	5.1	tetragonal	0.1	66.41
17	5	https://doi.org/10.1016/j.renene.2022.06.064	BaTiO3	titanate	BaTiO3	Ba	1			Ti	1	O	3	No		solution combustion	none			none	none		none	none	85	3	700	0.05		UV			gas	4.5	tetragonal	0.1	57.49
18	5	https://doi.org/10.1016/j.renene.2022.06.064	BiO/BaTiO3	titanate	BaTiO3	Ba	1			Ti	1	O	3	Yes		solution combustion	none			none	none		none	none	91	3	700	0.05		UV			gas	4.7	tetragonal	0.1	75.17
19	6	https://doi.org/10.1016/j.jcat.2019.07.037	SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	No		GBMR	none			none	none		none	none	32.8	4	650	0.1	380	visible	25	1	gas	3.2	cubic	4	16
20	6	https://doi.org/10.1016/j.jcat.2019.07.037	3DOM-SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes		GBMR	none			none	none		none	none	33.59	4	650	0.1	380	visible	25	1	gas	3	cubic	4	22.9
21	6	https://doi.org/10.1016/j.jcat.2019.07.037	Pt1/3DOM-SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes	1%	GBMR	none			none	none		none	none	33.96	4	650	0.1	380	visible	25	1	gas	2.9	cubic	4	76.2
22	6	https://doi.org/10.1016/j.jcat.2019.07.037	Pt2/3DOM-SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes	2%	GBMR	none			none	none		none	none	33.07	4	650	0.1	380	visible	25	1	gas	2.8	cubic	4	94.2
23	6	https://doi.org/10.1016/j.jcat.2019.07.037	Pt3/3DOM-SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes	3%	GBMR	none			none	none		none	none	34.04	4	650	0.1	380	visible	25	1	gas	2.7	cubic	4	88.4
24	6	https://doi.org/10.1016/j.jcat.2019.07.037	Pt5/3DOM-SrTiO3	titanate	SrTiO3	Sr	1			Ti	1	O	3	Yes	5%	GBMR	none			none	none		none	none	31.58	4	650	0.1	380	visible	25	1	gas	2.6	cubic	4	89.9
25	7	https://doi.org/10.1021/jp210106b	c-NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	No		FAPO	none			none	none		none	none	28.6	5	600	0.1		visible	25	1	gas	3.29	cubic	0.08	4.86
26	7	https://doi.org/10.1021/jp210106b	o-NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	No		PC	none			none	none		none	none	26.4	2	600	0.1		visible	25	1	gas	3.45	orthorhombic	0.08	2.45
27	7	https://doi.org/10.1021/jp210106b	0.5Pt-o-NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		PC	none		0.5	none	Pt		none	none	26.4	2	600	0.1		visible	25	1	gas	4.45	orthorhombic	0.08	5.69
28	7	https://doi.org/10.1021/jp210106b	0.5Pt-c-NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		FAPO	none		0.5	none	Pt		none	none	28.6	5	600	0.1		visible	25	1	gas	3.29	cubic	0.08	11.2
29	7	https://doi.org/10.1021/jp210106b	1Pt-c-NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		FAPO	none		1	none	Pt		none	none	28.6	5	600	0.1		visible	25	1	gas	3.29	cubic	0.08	12.9
30	7	https://doi.org/10.1021/jp210106b	1.5Pt-c-NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	Yes		FAPO	none		1.5	none	Pt		none	none	28.6	5	600	0.1		visible	25	1	gas	3.29	cubic	0.08	9.4
31	8	https://doi.org/10.1016/j.apcatb.2022.122206	Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	No		HT	none			none	none		none	none	20	4	400	0.1	365	UV	50	2	gas	2.7	orthorhombic	0.25	0.553333333
32	8	https://doi.org/10.1016/j.apcatb.2022.122206	Bi2WO6/Ti0.6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	18	4	400	0.1	365	UV	50	2	gas	2.7	orthorhombic	0.25	0.833333333
33	8	https://doi.org/10.1016/j.apcatb.2022.122206	Bi2WO6/Ti17	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	48	4	400	0.1	365	UV	50	2	gas	2.7	orthorhombic	0.25	1.066666667
34	8	https://doi.org/10.1016/j.apcatb.2022.122206	Bi2WO6/Ti35	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	50	4	400	0.1	365	UV	50	2	gas	2.8	orthorhombic	0.25	1.266666667
35	8	https://doi.org/10.1016/j.apcatb.2022.122206	Bi2WO6/Ti50	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	66	4	400	0.1	365	UV	50	2	gas	2.8	orthorhombic	0.25	1.82
36	8	https://doi.org/10.1016/j.apcatb.2022.122206	Bi2WO6/Ti75	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	88	4	400	0.1	365	UV	50	2	gas	2.9	orthorhombic	0.25	1.26
37	9	https://doi.org/10.1016/j.mssp.2022.107134	BaTiO3	titanate	BaTiO3	Ba	1			Ti	1	O	3	No		HT	none			none	none		none	none	3	2	700	0.01	320	UV		1	gas	3.19	tetragonal	0.1	61.3
38	9	https://doi.org/10.1016/j.mssp.2022.107134	1Eu(III)-BaTiO3	titanate	BaTiO3	Ba	1			Ti	1	O	3	Yes		HT	Eu	0.1		none	none		none	none	3	2	700	0.01	320	UV		1	gas	3.17	tetragonal	0.1	39.8
39	9	https://doi.org/10.1016/j.mssp.2022.107134	2Eu(III)-BaTiO3	titanate	BaTiO3	Ba	1			Ti	1	O	3	Yes		HT	Eu	0.2		none	none		none	none	3	2	700	0.01	320	UV		1	gas	3.15	tetragonal	0.1	59.8
40	9	https://doi.org/10.1016/j.mssp.2022.107134	5Eu(III)-BaTiO3	titanate	BaTiO3	Ba	1			Ti	1	O	3	Yes		HT	Eu	0.5		none	none		none	none	3	2	700	0.01	320	UV		1	gas	3.13	tetragonal	0.1	70.1
41	10	10.1002/adsu.201700048	Pt/Cu–CsCa2Ta3O10 (R-Pt/Cu-bulk)	layered	CsCa2Ta3O10	Cs	1	Ca	2	Ta	3	O	10	Yes		UT	none		1.98	impregnation	Pt	0.97	impregnation	Cu	5	4	550	0.02		visible		1	gas	3.7	tetragonal	4	0.1
42	10	10.1002/adsu.201700048	Pt–HCa2Ta3O10 (R-Pt-CNP)	layered	HCa2Ta3O10	H	1	Ca	2	Ta	3	O	10	Yes		UT	none		2.02	impregnation	Pt		impregnation	Cu	207	4	550	0.02		visible		1	gas	4.2		4	125
43	10	10.1002/adsu.201700048	Pt/Cu–HCa2Ta3O10 (R-Pt/Cu-CNP)	layered	HCa2Ta3O10	H	1	Ca	2	Ta	3	O	10	Yes		UT	none		2.05	impregnation	Pt	0.96	impregnation	Cu	205	4	550	0.02		visible		1	gas	4.2		4	120.6
44	11	10.1039/C6PP00235H	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	No		SS	none			none	none		none	none	1	4	400	0.1	365	UV	50	2	gas	3.3	orthorhombic	0.138	6.927333333
45	11	10.1039/C6PP00235H	NaTaO3	tantalate	NaTaO3	Na	1			Ta	1	O	3	No		SS	none			none	none		none	none	1.1	4	400	0.1	365	UV	50	2	gas	4.05	monoclinic	0.138	6.497333333
46	12	https://doi.org/10.1007/s10562-020-03299-5	Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	No		HT	none			none	none		none	none	176	6	120	0.02		visible			gas	2.8	orthorhombic	13.8	4.041666667
47	12	https://doi.org/10.1007/s10562-020-03299-6	NH2 s-Bi2WO6	layered	Bi2WO6	Bi	2			W	1	O	6	Yes		HT	none			none	none		none	none	114	6	120	0.02		visible			gas	2.8	orthorhombic	13.8	3
48	13	https://doi.org/10.1016/j.cattod.2020.01.013	NaNbO3	niobate	NaNbO3	Na	1			Nb	1	O	3	No		HT	none			none	none		none	none	4.3	4	400	0.1	365	UV	25	1	gas	3.3	orthorhombic	0.138	10.50533333
